1,1
2,2
3,3
4,4
5,5
6,5
7,6
8,6
9,7
10,7
11,6
12,6
13,6
14,6
15,7
16,7
17,7
18,7
19,6
20,6
21,6
22,6
23,7
24,7
25,7
26,7
27,8
28,8
29,9
30,10
31,11
32,12
33,13
34,12
35,7
36,14
37,14
38,3
39,3
40,15
41,16
42,17
43,17
44,17
45,17
46,17
47,17
48,17
49,17
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,12
59,17
60,6
61,6
62,6
63,6
64,7
65,7
66,7
67,7
68,7
69,18
70,18
71,18
72,18
73,9
74,9
75,9
76,9
77,9
78,19
79,19
80,20
81,21
82,12
83,22
84,23
85,23
86,24
87,3
88,25
89,26
90,27
91,28
92,29
93,13
94,12
95,30
96,14
97,1
98,13
99,2
100,18
101,13
102,13
103,13
104,12
105,12
106,13
107,3
108,14
109,14
110,14
111,31
112,32
113,32
114,23
115,23
116,23
117,3
118,14
119,1
120,18
121,18
122,9
123,9
124,9
125,30
126,30
127,17
128,10
129,33
130,34
131,3
132,3
133,15
134,35
135,2
136,22
137,20
138,1
139,13
140,21
141,21
142,21
143,21
144,21
145,21
146,36
147,12
148,17
149,21
150,33
151,33
152,29
153,15
154,15
155,33
156,34
157,34
158,34
159,21
160,20
161,1
162,21
163,28
164,20
165,2
166,12
167,12
168,20
169,12
170,1
171,1
172,22
173,20
174,20
175,2
176,21
177,2
178,22
179,12
180,27
181,13
182,15
183,13
184,22
185,12
186,1
187,22
188,36
189,37
190,26
191,37
192,26
193,38
194,37
195,26
196,22
197,22
198,2
199,20
200,22
201,20
202,26
203,22
204,22
205,36
206,27
207,27
208,27
209,1
210,30
211,30
212,28
213,3
214,35
215,30
216,28
217,2
218,21
219,29
220,13
221,12
222,26
223,29
224,1
225,13
226,37
227,26
228,29
229,1
230,36
231,36
232,37
233,21
234,13
235,38
236,22
237,37
238,1
239,34
240,38
241,29
242,29
243,12
244,10
245,22
246,39
247,22
248,12
249,22
250,2
251,10
252,26
253,16
254,22
255,20
256,2
257,2
258,20
259,20
260,12
261,2
262,4
263,12
264,21
265,12
266,24
267,40
268,21
269,41
270,13
271,12
272,21
273,21
274,35
275,20
276,20
277,39
278,16
279,16
280,36
281,13
282,20
283,21
284,4
285,4
286,12
287,20
288,20
289,12
290,22
291,2
292,20
293,22
294,20
295,20
296,20
297,20
298,2
299,20
300,21
301,1
302,13
303,34
304,34
305,34
306,34
307,34
308,34
309,34
310,34
311,1
312,22
313,38
314,28
315,10
316,28
317,26
318,21
319,12
320,12
321,28
322,34
323,10
324,34
325,12
326,34
327,27
328,28
329,28
330,12
331,22
332,12
333,1
334,34
335,22
336,17
337,17
338,17
339,10
340,10
341,34
342,36
343,26
344,27
345,17
346,1
347,28
348,17
349,17
350,17
351,10
352,10
353,34
354,34
355,10
356,34
357,36
358,29
359,20
360,26
361,29
362,1
363,22
364,28
365,36
366,20
367,21
368,13
369,38
370,34
371,38
372,30
373,17
374,17
375,10
376,10
377,10
378,10
379,10
380,34
381,26
382,34
383,38
384,38
385,20
386,20
387,21
388,21
389,1
390,22
391,12
392,12
393,12
394,38
395,34
396,13
397,36
398,17
399,17
400,17
401,17
402,17
403,17
404,17
405,17
406,17
407,22
408,20
409,21
410,28
411,21
412,21
413,21
414,17
415,17
416,17
417,17
418,17
419,17
420,17
421,17
422,20
423,2
424,21
425,20
426,20
427,26
428,2
429,21
430,10
431,22
432,20
433,21
434,21
435,2
436,21
437,2
438,12
439,12
440,12
441,12
442,12
443,20
444,21
445,37
446,29
447,1
448,20
449,2
450,2
451,21
452,21
453,21
454,20
455,2
456,1
457,13
458,29
459,1
460,35
461,35
462,30
463,30
464,30
465,30
466,17
467,12
468,22
469,20
470,2
471,12
472,22
473,20
474,20
475,26
476,26
477,26
478,28
479,36
480,2
481,13
482,12
483,26
484,22
485,29
486,29
487,1
488,1
489,13
490,21
491,29
492,10
493,21
494,21
495,37
496,12
497,13
498,12
499,12
500,12
501,20
502,1
503,13
504,12
505,12
506,35
507,35
508,34
509,38
510,26
511,37
512,37
513,36
514,36
515,34
516,1
517,29
518,12
519,26
520,36
521,26
522,26
523,28
524,27
525,34
526,38
527,20
528,2
529,34
530,34
531,34
532,17
533,37
534,30
535,17
536,26
537,13
538,29
539,37
540,37
541,10
542,22
543,22
544,22
545,27
546,27
547,28
548,28
549,20
550,2
551,28
552,27
553,27
554,27
555,27
556,27
557,2
558,1
559,1
560,20
561,29
562,22
563,1
564,1
565,29
566,29
